Beruf,Berufsgruppe,Konfidenz
Industriebeamt.,sonstige,auto
Industriebed.,sonstige,auto
Industriebedarf,sonstige,auto
Industrieschullehrerin,bildung,auto
Inge.,sonstige,auto
Ingenien.,sonstige,auto
Ingenier,sonstige,auto
Ingenieuer,sonstige,auto
Ingenieur,akademisch,auto
Ingenieur Büro,akademisch,auto
Ingenieur Chemiker,akademisch,auto
Ingenieur Geologe,akademisch,auto
Ingenieur Gewerbe Oberlehrer,akademisch,auto
Ingenieur Kaufmann,akademisch,auto
Ingenieur Regierungs Baumeister a. D.,akademisch,auto
Ingenieur a. D,akademisch,auto
Ingenieur a. D.,akademisch,auto
"Ingenieur e. h., Abteilungs Direktor",akademisch,auto
"Ingenieur e. h., Bergwerksdirekt., Vorsitzend. d. Vorstand d. Gelsenk. Bergwerks A.G.",bergbau,auto
Ingenieur eh. Hüttendirektor i. R.,akademisch,auto
Ingenieur f. Maschinenbau,akademisch,auto
Ingenieur i. R.,akademisch,auto
Ingenieur u. vereidigter Sachverständiger für Elektrotechnik,akademisch,auto
"Ingenieur, Bergwerks Bed.",bergbau,auto
"Ingenieur, Chemiker",akademisch,auto
"Ingenieur, Kaufmann",akademisch,auto
"Ingenieur, Luftfilterbau",akademisch,auto
"Ingenieur, Marien-Apotheke",akademisch,auto
"Ingenieur, Marinebaurat a. D.",akademisch,auto
"Ingenieur, Mitinh. d. Firma Bonato & Rehse",akademisch,auto
"Ingenieur, Patentanwalt, Leiter d. Patentabtlg. d. Fried. Krupp A.G.",akademisch,auto
"Ingenieur, Prokurist",akademisch,auto
"Ingenieur, Regierungs Baumeister a. D.",akademisch,auto
"Ingenieur, Schul- und Kirchenheizungen, Öfen für Eisenbahnzwecke",akademisch,auto
"Ingenieur, Studienrat",akademisch,auto
"Ingenieur, Zahnräder, Triebwerke, Aufzüge",akademisch,auto
"Ingenieur, Zentralheizungsanlagen",akademisch,auto
"Ingenieur, e. h., Baudirektor",akademisch,auto
"Ingenieur, elekr. Anlagen",akademisch,auto
"Ingenieur, elektr. Anl.",akademisch,auto
Ingenieurbüro,sonstige,auto
"Ingenieurbüro für Wärmewirtschaft, Betriebs- u. Regeltechnik",sonstige,auto
Ingenieurww.,sonstige,auto
Inhaber,handel,auto
Inhaber Berufskleiderfbrk.,handel,auto
Inhaber Essener Blechwaren Fabrik G. m. b. H.,handel,auto
Inhaber Franz Neugebauer Lederwaren,handel,auto
"Inhaber Pohl Metalle, Hüttenprodukte",handel,auto
Inhaber Sahnehaus,handel,auto
Inhaber Schokoladengeschäft,handel,auto
Inhaber Waschanstalt Fehring,handel,auto
"Inhaber Wilhelm Fritsch, Kunstschlosserei",handel,auto
Inhaber d. Drogerie Glücklich,handel,auto
"Inhaber d. Firma H. Bätza, Blitzabl. u. Schornsteinb.",handel,auto
Inhaber der Apotheke am Kopstadtplatz,handel,auto
Inhaber der Essener Schürzenfabrik,handel,auto
Inhaber der Feilenfabrik Karl Dörnenburg,handel,auto
Inhaber der Vulkanisieranst.,handel,auto
Inhaber des Ateliers Kunst,handel,auto
Inhaber u. Leiter,handel,auto
"Inhaber u. Leiter der Privatschule, Deutsche Jugend, Höhere Privatschule und Vorschule",handel,auto
"Inhaber, Adolf-Hitler-Str. 42",handel,auto
"Inhaber, Börsenhaus",handel,auto
"Inhaber, Gänsemarkt 42",handel,auto
"Inhaber, Ingenieur",akademisch,auto
"Inhaber, Lindenallee 23",handel,auto
"Inhaber, Schankwirt",handel,auto
Inkassevertret.,sonstige,auto
Innenarchit.,sonstige,auto
Innenarchitekt,akademisch,auto
Innenausbau,sonstige,auto
Inseraten-Chef,sonstige,auto
Inspektor,verwaltung,auto
Inspektor a. D.,verwaltung,auto
Inspektor i. R.,verwaltung,auto
Inst,sonstige,auto
Inst. Amtmann,verwaltung,auto
Inst. Inspektor,verwaltung,auto
Inst. Obersekretär,verwaltung,auto
Inst. Sekretär,verwaltung,auto
Install.,sonstige,auto
Install. Geschäfts,sonstige,auto
Install. Werkstatt,sonstige,auto
Installateuer,sonstige,auto
Installateur,industrie,auto
Installateurgesch.,industrie,auto
Installateurmeister,industrie,auto
Installateurmstr.,industrie,auto
Installation,sonstige,auto
"Installation, Bauklempnerei, Dachbedeckung",sonstige,auto
Installationen,sonstige,auto
Installationsarb.,sonstige,auto
Installationsgeschäft,industrie,auto
Installationsgeschäft u. Bauklempnerei,industrie,auto
Installationsgeschäft und Klempnerei,industrie,auto
Installationsgeschäft.,industrie,auto
Installationsmstr.,sonstige,auto
Installeteur,sonstige,auto
Installt.,sonstige,auto
Installteur,sonstige,auto
Installtionsgesch.,sonstige,auto
Instrumentenbauer,sonstige,auto
Instrumentenbaumeister,industrie,auto
Instrumentenbaumstr.,sonstige,auto
Instrumentenschleif.,sonstige,auto
Instrumentenwärt.,sonstige,auto
Intendant,sonstige,auto
Intendant a. D.,sonstige,auto
Invaide,sonstige,auto
Inval,sonstige,auto
Invalid.,sonstige,auto
Invalide,haushalt,auto
Invalide F.,haushalt,auto
"Invalide, Bergmann",bergbau,auto
"Invalide, Hubertstr. 318",haushalt,auto
Invalilde,sonstige,auto
Invval.,sonstige,auto
Isolier.,sonstige,auto
Isolierer,sonstige,auto
Isoliermont.,sonstige,auto
Isolierungen,sonstige,auto
Ival.,sonstige,auto
"J. F., Ziviling.",sonstige,auto
"J., Fabrkarbtrin.",sonstige,auto
"J., Kaufmann",handel,auto
Jagdmstr. i. R.,sonstige,auto
"Jak., Maurer",industrie,auto
"Jakob, Pensionär",haushalt,auto
Joghurterzeugnisse,sonstige,auto
"Joh., Gärtner",industrie,auto
"Joh., Invalide",haushalt,auto
"Joh., Maschinist",industrie,auto
"Joh., Pensionär",haushalt,auto
"Joh., Rentner",haushalt,auto
"Johs., kaufmännischer Angestellter",handel,auto
Joliherba Laboratorium für Arzneipflanzen-Verwertung,sonstige,auto
"Josef, Redakteur",sonstige,auto
"Josef, Schlosser",industrie,auto
Josefa,sonstige,auto
"Joseph, Rottenführer",verkehr,auto
Journalist,sonstige,auto
Jugendleiterin,sonstige,auto
Jugendltr. Ang.,sonstige,auto
Jugendsekr.,sonstige,auto
Jugendwohlfahrtspflegerin,sozial,auto
"Julius, Invalide",haushalt,auto
"Julius, Kürschnerei",sonstige,auto
Junglehr.,sonstige,auto
Junglehrer,sonstige,auto
Jurist,sonstige,auto
Jurist. Büro Hansa,sonstige,auto
Just-Angest.,sonstige,auto
Justitiar,sonstige,auto
Justiz Amtmann,verwaltung,auto
Justiz Angestellte,verwaltung,auto
Justiz Angestellter,verwaltung,auto
Justiz Anwärter,sonstige,auto
Justiz Assistent,sonstige,auto
Justiz Aushelf.,sonstige,auto
Justiz Beamter,verwaltung,auto
Justiz Beamter a. D.,verwaltung,auto
Justiz Büroassistent,verwaltung,auto
Justiz Büroassistent a. D.,verwaltung,auto
Justiz Bürobeamter,verwaltung,auto
Justiz Diätar,sonstige,auto
Justiz Hauptwachtmeister,industrie,auto
Justiz Hilfswachtmeister,industrie,auto
Justiz Inspekt,sonstige,auto
Justiz Inspektor,verwaltung,auto
Justiz Inspektor a. D.,verwaltung,auto
Justiz Inspektor i. R.,verwaltung,auto
Justiz Kanzlei Angestellter,verwaltung,auto
Justiz Kanzlei Inspektor,verwaltung,auto
Justiz Kanzlei Sekretär,verwaltung,auto
Justiz Kanzleisekr. a. D.,verwaltung,auto
Justiz Kassendirekt.,sonstige,auto
Justiz Ober Inspektor,verwaltung,auto
Justiz Ober Inspektor a. D.,verwaltung,auto
Justiz Ober Rentmstr.,sonstige,auto
Justiz Ober Rentmstr. i. R.,sonstige,auto
Justiz Ober Sekretär,verwaltung,auto
Justiz Ober Sekretär a. D.,verwaltung,auto
Justiz Ober Sekretär i. R.,verwaltung,auto
Justiz Ober Wachtmeister,industrie,auto
Justiz Obersekretär,verwaltung,auto
Justiz Rentmeister,industrie,auto
Justiz Rentmstr.,sonstige,auto
Justiz Sekret.,sonstige,auto
Justiz Sekretär,verwaltung,auto
Justiz Sekretär i. R.,verwaltung,auto
Justiz Supern.,sonstige,auto
Justiz Supernumerar,sonstige,auto
Justiz Wachtmeister,industrie,auto
Justiz Wachtmeister a. D.,industrie,auto
Justiz Wachtmeister i. R.,industrie,auto
"Justiz, Inspektor",verwaltung,auto
Justiz-Beamt.,sonstige,auto
Justiz-Bezirksrevis.,sonstige,auto
Justiz-Kanzlei-Inspekt.,verwaltung,auto
Justizang.,sonstige,auto
Justizangest.,sonstige,auto
Justizbeamt.,sonstige,auto
Justizbüroassist.,sonstige,auto
Justizhilfsbeamt.,sonstige,auto
Justizinsp.,sonstige,auto
Justizinspekt.,sonstige,auto
Justizinspekt. i. R.,sonstige,auto
Justizinspektor,sonstige,auto
Justizobersekr.,sonstige,auto
Justizrat,sonstige,auto
"Justizrat, Rechtsanwalt",akademisch,auto
"Justizrat, Rechtsanwalt u. Notar",akademisch,auto
"Justizrat, Rechtsanwalt, Adolf-Hitler-Str. 24",akademisch,auto
Justizsekretär,verwaltung,auto
Justizsekretär a. D.,verwaltung,auto
Justizsekretär i. R.,verwaltung,auto
"Justizsekretär, Rubensstr",verwaltung,auto
Justizwachtmstr.,sonstige,auto
Juwel.,sonstige,auto
"Juwelenfabrikation u. Lager, Goldschmiede-Werkstatt",sonstige,auto
Juwelier,sonstige,auto
Kabelleger,sonstige,auto
Kachelofenbau,sonstige,auto
Kachelofenbaugesch.,sonstige,auto
Kachelöfen,sonstige,auto
Kaffee,sonstige,auto
"Kaffee, Restaurant",sonstige,auto
Kaffee-Groß-Rösterei,sonstige,auto
Kaffee-Großrösterei,sonstige,auto
Kaffee-Import u. Großrösterei,sonstige,auto
Kaffee-Rösterei,sonstige,auto
Kaffeebes.,sonstige,auto
Kaffeebesitzrin,sonstige,auto
Kaffeebesrin.,sonstige,auto
Kaffeegesch.,sonstige,auto
Kaffeegroßhdlg.,sonstige,auto
Kaffeehausbes.,sonstige,auto
Kaffeehdlg.,sonstige,auto
Kaffeerest.,sonstige,auto
Kaffeerestaurant,sonstige,auto
Kaffeeröst.,sonstige,auto
Kaffeeröster,sonstige,auto
Kaffeerösterei,sonstige,auto
Kaffeewirtsch.,sonstige,auto
Kaffeewirtschaft,sonstige,auto
Kahnverleih.,sonstige,auto
Kahnverleiher,sonstige,auto
Kahnwärter,sonstige,auto
Kalfaktor,sonstige,auto
Kalibrierer,sonstige,auto
Kalkul.,sonstige,auto
Kalkulat.,sonstige,auto
Kalkulationsbeamt.,sonstige,auto
Kalkulationsmstr.,sonstige,auto
Kalkulationstechn.,sonstige,auto
Kalkulator,industrie,auto
Kalkulator a. D.,industrie,auto
Kalkulator i. R.,industrie,auto
"Kalkulator, Altendorfer Str. 225",industrie,auto
Kalkulatorww.,industrie,auto
Kaltbäcker,sonstige,auto
Kaltsäger,sonstige,auto
Kameramann,sonstige,auto
Kaminarb.,sonstige,auto
Kaminbau,sonstige,auto
Kaminbauer,sonstige,auto
Kaminmaurer,sonstige,auto
Kammerdiener,sonstige,auto
Kammerjäg.,sonstige,auto
Kammerjäger,sonstige,auto
Kammermusik.,sonstige,auto
Kammermusiker,sonstige,auto
Kammermusiker a. D.,sonstige,auto
Kammersänger,bildung,auto
Kammersängerin,bildung,auto
Kammerwärt.,sonstige,auto
Kanalarb.,sonstige,auto
Kanalarbeiter,sonstige,auto
Kandidat,sonstige,auto
Kanzlei Angestellter,verwaltung,auto
Kanzlei Assistent,verwaltung,auto
Kanzlei Inspektor,verwaltung,auto
Kanzlei Inspektor i. R.,verwaltung,auto
Kanzlei Ober Sekretär,verwaltung,auto
Kanzlei Sekretär,verwaltung,auto
Kanzlei Sekretär a. D.,verwaltung,auto
Kanzlei Sekretär i. R.,verwaltung,auto
Kanzlei-Inspekt.,verwaltung,auto
Kanzlei-Vorsteh.,verwaltung,auto
Kanzleiangest.,verwaltung,auto
Kanzleiassist.,verwaltung,auto
Kanzleiassistww.,verwaltung,auto
Kanzleiinspekt.,verwaltung,auto
Kanzleiinspektor i. R.,verwaltung,auto
Kanzleinspekt i. R.,verwaltung,auto
Kanzleirat a. D.,verwaltung,auto
Kanzleisekr.,verwaltung,auto
Kanzleisekr. a. D.,verwaltung,auto
Kanzleisekrww.,verwaltung,auto
Kanzlist,sonstige,auto
Kapellmeister,industrie,auto
Kapitän,sonstige,auto
Kapitän a. D.,sonstige,auto
Kapitänleutn. a. D.,sonstige,auto
"Kapitänleutnant a. D., Bevollmächtigter",sonstige,auto
Kaplan,bildung,auto
"Kaplan, Frohnhauser Str. 400A",bildung,auto
Kapt. Leutnant a. D.,militär,auto
"Karl, Apothekenbesitzer",akademisch,auto
"Karl, Bergmann",bergbau,auto
"Karl, Fräser",industrie,auto
"Karl, Ingenieur",akademisch,auto
Karnevals-Artikel,sonstige,auto
Karosserie u. Wagenbau,sonstige,auto
Karosseriebau,sonstige,auto
Karosseriebauer,sonstige,auto
Karteileiter,sonstige,auto
Kartoffel-Großhandlung,handel,auto
Kartoffelgroßhdlg.,sonstige,auto
Kartoffelhadlg.,sonstige,auto
Kartoffelhandlg.,sonstige,auto
Kartoffelhandlung,handel,auto
Kartoffelhändler,handel,auto
Kartonnagenfbrk.,sonstige,auto
Karusselbes.,sonstige,auto
Karussellbes.,sonstige,auto
"Kaspar, Bergmann",bergbau,auto
Kassen Ober Sekretär,verwaltung,auto
Kassen-Ob. Sekretär,verwaltung,auto
Kassenangest.,sonstige,auto
Kassenarb.,sonstige,auto
Kassenbeamter,verwaltung,auto
Kassenbote,sonstige,auto
Kassenbote a. D.,sonstige,auto
Kassenbuchhalter,sonstige,auto
Kassenführ.,sonstige,auto
Kassenführ. a. D.,sonstige,auto
Kassengeh.,sonstige,auto
Kasseninspekt. a. D.,sonstige,auto
Kassenkurator,sonstige,auto
Kassenleit.,sonstige,auto
Kassenobersekr.,sonstige,auto
Kassenprüfer,sonstige,auto
Kassenschaffner,verkehr,auto
Kassensekr.,sonstige,auto
Kassenverwalt.,sonstige,auto
Kassenvorsteh.,sonstige,auto
Kassenvorsteh. a. D.,sonstige,auto
Kassierer,verwaltung,auto
Kassierer.,verwaltung,auto
Kassiererin,verwaltung,auto
Kassierin.,sonstige,auto
Kastellan,sonstige,auto
Kastellanin,sonstige,auto
Kastenmach.,sonstige,auto
Kat. Direktor,verwaltung,auto
Kat. Techniker,industrie,auto
Kataster Ober Sekretär,verwaltung,auto
Katasterangest.,sonstige,auto
Katasterbeamt.,sonstige,auto
Katasterdirekt.,sonstige,auto
Katasterdirekt. a. D.,sonstige,auto
Katasterdirekt. i. R.,sonstige,auto
Katasterdirektor,bildung,auto
Katasterinspekt.,sonstige,auto
Katasterinspekt. a. D.,sonstige,auto
Katasterobersekr.,sonstige,auto
Katastersekr.,sonstige,auto
Katastersekretär,sonstige,auto
Katastertechn.,sonstige,auto
Kauenwärter,bergbau,auto
Kauf.,sonstige,auto
Kaufhaus,sonstige,auto
Kaufma.,sonstige,auto
Kaufman.,sonstige,auto
Kaufmann,handel,auto
Kaufmann Angestellte,handel,auto
Kaufmann Angestellter,handel,auto
Kaufmann Beamter,handel,auto
Kaufmann Gehilfe,handel,auto
Kaufmann Grubenbeamter,bergbau,auto
Kaufmann Korrespondent,handel,auto
Kaufmann Kruppstr. 245,handel,auto
Kaufmann Leiter,handel,auto
Kaufmann Privatschule,handel,auto
Kaufmann Zechenbeamter,bergbau,auto
Kaufmann a. D.,handel,auto
Kaufmann und Beeidigter Bücherrevisor,handel,auto
"Kaufmann, Handelsvertreter",handel,auto
"Kaufmann, Inhaber d. Firma Borbecker Dampfbackofenbau",handel,auto
"Kaufmann, Inhaber der Firma Seifen-Dietrich",handel,auto
"Kaufmann, Reisender",handel,auto
"Kaufmann, Wein- u. Spirits.-Vertr., Vertreter d. Akt.-Brauerei Essen",handel,auto
"Kaufmann, Zweigbüro d. H. v. Gimborn AG, Emmerich am Rhein",handel,auto
"Kaufmann, stellvertr. Gauleiter",handel,auto
Kaufmann.,handel,auto
Kaufmww.,sonstige,auto
Kegelbahnbau,sonstige,auto
Kegelbahnbauer,sonstige,auto
Kellerbursche,sonstige,auto
Kellermstr.,sonstige,auto
Kelln.,sonstige,auto
Kellner,gastro,auto
Keramiker,sonstige,auto
Kernm.,sonstige,auto
Kernmacher,industrie,auto
Kesselanwärt.,sonstige,auto
Kesselaufseher,industrie,auto
Kesselbauarb.,sonstige,auto
Kesselheitz.,sonstige,auto
Kesselheizer,verkehr,auto
Kesselmont.,sonstige,auto
Kesselmstr.,sonstige,auto
Kesselmstr. a. D.,sonstige,auto
Kesselr.,sonstige,auto
Kesselrein.,sonstige,auto
Kesselreinig.,sonstige,auto
Kesselreiniger,sonstige,auto
Kesselschm.,sonstige,auto
Kesselschmid,sonstige,auto
Kesselschmied,sonstige,auto
Kesselschürer,sonstige,auto
Kesselspeiser,sonstige,auto
Kesselstocher,bergbau,auto
Kesselwärter,industrie,auto
Kesserwärt.,sonstige,auto
Kessselheiz.,sonstige,auto
Kettenanschl.,sonstige,auto
Kettenanschläger,industrie,auto
Kettenführ.,sonstige,auto
Kettenführer,sonstige,auto
Kettenscheerer,sonstige,auto
Kettenscherer,sonstige,auto
Kgl. Musikdirektor,verwaltung,auto
Kgl. Niederländiescher Konsul,sonstige,auto
Kibu Feinkost,sonstige,auto
Kinderarzt,sonstige,auto
"Kinderarzt, Leiter Arzt d. Kinderabteil. des Evangel. Krankenhauses Essen-Borbeck",akademisch,auto
Kindergartenleiterin,sonstige,auto
Kindergärtnerin,industrie,auto
Kinderschwester,sonstige,auto
Kinderturnanstalt,sonstige,auto
Kinderärztin,akademisch,auto
Kino-Operateur,sonstige,auto
Kino-Vorführ.,sonstige,auto
Kinoangest.,sonstige,auto
Kinobedarf,sonstige,auto
Kinobes.,sonstige,auto
Kinoleiter,sonstige,auto
Kinomaschinen,sonstige,auto
Kinopächter,sonstige,auto
Kinovorführ.,sonstige,auto
Kinovorführer,sonstige,auto
Kippenwärt.,sonstige,auto
Kirchenbeamt.,sonstige,auto
Kirchenbedarf,sonstige,auto
Kirchenmal.,sonstige,auto
Kirchenmaler,sonstige,auto
Kirchenrendant,verwaltung,auto
Kistenfabrikant,industrie,auto
Kistenhdlg.,sonstige,auto
Kistenmach.,sonstige,auto
Klauber,sonstige,auto
Klavierbauer,sonstige,auto
Klavierbauer u. Pianohandlg.,sonstige,auto
Klavierlehr.,sonstige,auto
Klavierlehrer,sonstige,auto
Klavierlehrerin,bildung,auto
Klavierlehrin,sonstige,auto
Klavierpädagog.,sonstige,auto
Klavierpädagoge,sonstige,auto
Klavierpädagogin,sonstige,auto
Klavierstimm.,sonstige,auto
Klavierstimmer,sonstige,auto
Klaviertechn.,sonstige,auto
Klaviertechnik.,sonstige,auto
Klaviertechniker,sonstige,auto
Kleber,sonstige,auto
Kleiderpflege,sonstige,auto
Kleinb. Assistent,sonstige,auto
Kleinhdl.,sonstige,auto
Kleinhdlg.,sonstige,auto
Kleinholzhdl.,sonstige,auto
Kleinholzhdlg.,sonstige,auto
Kleinkinderlehrerin,bildung,auto
Kleinkinderschullehrerin i. R.,bildung,auto
Kleinrentn.,sonstige,auto
Kleinrentner,sonstige,auto
Klemmer,sonstige,auto
Klempner,industrie,auto
Klempner u. Elektromeister,industrie,auto
Klempner u. Install.,industrie,auto
Klempnerei,sonstige,auto
Klempnerei u. Installationsgeschäft,industrie,auto
"Klempnerei u. Installationsgeschäft, Haushalts- u. Küchengeräte",industrie,auto
Klempnermeister,industrie,auto
"Klempnermeister, Installateur u. Haushaltwr.",industrie,auto
"Klempnermeister, Oberstr. 17",industrie,auto
Klempnerwerkst.,sonstige,auto
Klemptnerei,sonstige,auto
Klemptnermstr.,sonstige,auto
Klinkerwerk,sonstige,auto
Klischeeanst.,sonstige,auto
Klärmstr.,sonstige,auto
Klärwärt.,sonstige,auto
Knappsch. Angestellter,verwaltung,auto
Knappsch. Beamter,verwaltung,auto
Knappsch. Ober Sekretär,verwaltung,auto
Knappsch. Sekretär,verwaltung,auto
Knappsch. Ältester,sonstige,auto
Knappschafts Ober Sekretär,verwaltung,auto
Knappschaftsangest.,sonstige,auto
Knappschaftsangestellt.,sonstige,auto
Knappschaftsbeamt.,sonstige,auto
Knappschaftsdirektor,bildung,auto
Knappschaftsrentn.,sonstige,auto
Knappschaftssekr.,sonstige,auto
Knappschaftssekretär,sonstige,auto
Knappschaftsvertrauensmann,sonstige,auto
Knappschaftsältest.,sonstige,auto
Knappschaftsältester,sonstige,auto
Knecht,sonstige,auto
Koch,gastro,auto
Kohlen,sonstige,auto
Kohlenarb.,sonstige,auto
Kohlenfuhrgesch.,sonstige,auto
Kohlengroßhdlg.,sonstige,auto
Kohlenh.,sonstige,auto
Kohlenhandel,sonstige,auto
Kohlenhandlg.,sonstige,auto
Kohlenhandlung,handel,auto
Kohlenhandlung Zeche Johann Deimelsberg,handel,auto
"Kohlenhandlung, Frachtfuhrwerk",handel,auto
Kohlenhauer,sonstige,auto
Kohlenhdlr.,sonstige,auto
Kohlenhändl.,sonstige,auto
Kohlenhändler,handel,auto
Kohlenkontroll.,sonstige,auto
Kohlenkontrolleur,verwaltung,auto
Kohlenmüller,sonstige,auto
Kokerei Ober Assistent,bergbau,auto
Kokerei-Arbeiter,bergbau,auto
Kokerei-Ass.,bergbau,auto
Kokerei-Assist.,bergbau,auto
Kokereiarbeit.,bergbau,auto
Kokereiassist.,bergbau,auto
Kokereiassist. a. D.,bergbau,auto
Kokereibetr. Assistent,bergbau,auto
Koksarbeit.,bergbau,auto
Koksarbeiter,bergbau,auto
Koksbrenner,sonstige,auto
Kokslader,sonstige,auto
Koksmeister,bergbau,auto
Koksmeister a. D.,bergbau,auto
Koksmeister i. R.,bergbau,auto
Kol. Führer,sonstige,auto
Kolonalwr.,sonstige,auto
Kolonialr.,sonstige,auto
Kolonialw.,sonstige,auto
Kolonialwar.,sonstige,auto
Kolonialwaren,handel,auto
Kolonialwaren-Händler,handel,auto
Kolonialwarengroßhandlung,handel,auto
Kolonialwrgesch.,sonstige,auto
Kolonialwrhdl.,sonstige,auto
Kolonialwrhdlg.,sonstige,auto
Kolonialwrhdlr.,sonstige,auto
Kolonialwärt.,sonstige,auto
Kolonnenführer,verkehr,auto
Kolporteur,sonstige,auto
Kommerzienrat,sonstige,auto
Kommissar,sonstige,auto
Kommissionsgesch.,sonstige,auto
Kommissionär,sonstige,auto
Kommunal-Pol. Beamter,verwaltung,auto
Kommunalbeamt.,sonstige,auto
Komponist,sonstige,auto
Kondit.,sonstige,auto
Konditor,gastro,auto
Konditorei,sonstige,auto
Konditorei u. Kaffee,sonstige,auto
Konditoreibed.,sonstige,auto
Konditoreibedarfsart.,sonstige,auto
Konditorin,sonstige,auto
Konditormeister,industrie,auto
Kondotor,sonstige,auto
Kondukteur,sonstige,auto
Konfektion,sonstige,auto
Konfektion u. Möbel,sonstige,auto
Konfektionsgesch.,sonstige,auto
Konfektionär,sonstige,auto
Konfitüren,sonstige,auto
Konfitürenfabrikant,industrie,auto
Konfitürengesch.,sonstige,auto
Konoialwr.,sonstige,auto
Konrad,sonstige,auto
Konrektor,verwaltung,auto
Konrektor a. D.,verwaltung,auto
Konrektor i. R.,verwaltung,auto
Konrektoren,verwaltung,auto
Konrektorin,verwaltung,auto
Konrektorin a. D.,verwaltung,auto
Konrektorin i. R.,verwaltung,auto
Konrektorww.,verwaltung,auto
Konservator,sonstige,auto
Konservatorium,sonstige,auto
Konservatoriumsdirekt.,sonstige,auto
Konservenfbrk.,sonstige,auto
Konstr. Angestellter,verwaltung,auto
Konstr. a. D.,sonstige,auto
Konstr. i. R.,sonstige,auto
Konstrkteur a. D.,sonstige,auto
Konstrukt.,sonstige,auto
"Konstrukt., a. D.",sonstige,auto
Konstrukteur,sonstige,auto
Konstrukteur i. R.,sonstige,auto
Konstukteur,sonstige,auto
Konsul,sonstige,auto
"Konsul, Kaufmann",handel,auto
Konsul. Beamter,verwaltung,auto
Konsum-Vorsteh.,sonstige,auto
Konsum-Vorsteherin,sonstige,auto
Konsum-Vorsteherin a. D.,sonstige,auto
Konsumverw.,sonstige,auto
